"ID","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Complain","Response","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency"
2936,18,0,4,0,0,1,1,1,0,3,7,0,0,1982,"Master","Together",23661,1,0,"04/12/2013",46
9449,415,5,124,15,35,11,1,5,2,11,3,0,0,1958,"PhD","Single",79761,0,1,"04/10/2013",32
7297,5,3,10,12,7,20,4,3,1,3,7,0,0,1973,"Graduation","Single",7500,1,0,"26/12/2013",54
11004,8,0,5,7,0,2,1,1,0,2,4,0,0,1893,"2n Cycle","Single",60182,0,1,"17/05/2014",23
313,901,61,757,186,163,20,1,6,5,10,3,0,0,1968,"Graduation","Widow",73455,0,0,"28/10/2013",98
9940,382,114,276,75,124,38,2,6,4,4,3,0,0,1958,"Graduation","Together",64961,0,1,"23/12/2012",97
10735,14,1,7,2,1,1,1,2,0,2,9,0,0,1971,"Graduation","Single",22804,1,0,"31/07/2013",75
9529,559,153,503,218,13,181,1,3,9,9,2,0,1,1990,"Graduation","Married",73687,0,0,"28/11/2013",8
6439,789,0,133,0,28,152,7,11,5,8,7,0,0,1958,"Graduation","Married",61074,0,1,"17/08/2012",37
7411,11,0,5,0,0,1,2,1,0,3,6,0,0,1964,"PhD","Married",31686,1,1,"05/06/2014",31
2176,1218,16,272,104,0,80,2,5,3,6,6,0,1,1972,"Graduation","Married",80134,1,0,"20/05/2013",40
9265,925,64,179,133,12,77,2,9,4,6,5,0,0,1953,"Graduation","Married",75027,0,1,"09/01/2013",74
8867,864,134,768,150,38,172,1,4,10,5,3,0,0,1988,"PhD","Married",67546,0,0,"31/08/2012",90
8932,960,28,183,220,70,70,4,9,6,6,6,0,0,1969,"Master","Together",65176,0,1,"29/10/2012",57
10236,16,3,25,6,1,13,2,2,0,3,8,0,0,1975,"Master","Single",31160,1,0,"16/09/2013",59
6340,3,3,7,0,2,11,2,1,0,3,6,0,0,1985,"Graduation","Single",29938,1,0,"27/10/2013",52
10089,168,148,444,32,172,148,1,6,9,13,2,0,1,1974,"Graduation","Divorced",102692,0,0,"05/04/2013",5
2227,45,47,52,21,20,25,2,3,1,5,6,0,0,1958,"2n Cycle","Together",26490,0,0,"22/09/2012",92
10992,650,28,353,45,42,30,5,4,6,11,8,0,0,1967,"Graduation","Together",75702,1,1,"29/08/2012",77
5304,24,0,8,0,0,1,2,1,0,3,6,0,0,1974,"PhD","Single",30899,1,0,"13/10/2012",35
309,918,21,118,13,10,21,3,8,3,5,6,0,0,1961,"PhD","Together",63342,0,1,"16/10/2012",48
3406,138,33,87,28,24,12,4,3,2,7,3,0,0,1964,"Graduation","Single",45989,0,1,"22/10/2012",97
2661,12,4,2,10,6,10,4,2,0,4,5,0,0,1964,"Graduation","Single",18701,1,1,"04/06/2013",95
3153,11,0,4,0,0,2,1,1,0,2,8,0,0,1957,"PhD","Single",40737,2,1,"08/12/2013",24
10264,1,2,8,4,3,13,2,1,1,2,7,0,1,1979,"Graduation","Divorced",15287,1,0,"10/10/2012",60
1184,554,41,215,11,0,24,3,10,2,10,5,0,0,1968,"PhD","Divorced",69674,0,2,"22/05/2013",46
4200,167,2,62,24,13,7,4,4,1,6,5,0,0,1970,"Master","Married",44159,1,0,"17/06/2014",85
9396,9,0,6,4,1,5,1,1,0,2,9,0,0,1978,"PhD","Married",37717,1,0,"23/11/2012",31
2387,177,2,71,3,2,20,6,5,2,4,8,0,1,1952,"Master","Together",43776,1,1,"03/02/2013",9
6690,38,4,22,4,2,20,4,3,1,3,7,0,0,1966,"Master","Married",38179,1,1,"14/03/2013",30
1225,483,84,398,205,84,241,1,3,7,8,1,0,0,1963,"Graduation","Married",80124,0,0,"26/06/2014",47
9703,77,2,35,0,1,69,4,3,2,2,7,0,1,1970,"PhD","Married",38097,1,1,"15/10/2012",70
291,182,74,298,162,149,116,1,3,3,6,1,0,0,1970,"Graduation","Married",72940,0,0,"19/06/2013",13
4557,10,7,19,8,2,21,2,2,2,2,6,0,0,1970,"Graduation","Together",22070,1,0,"04/10/2013",11
2379,778,44,499,95,73,146,2,3,4,5,7,0,1,1953,"Graduation","Single",69267,0,0,"22/09/2012",31
5726,16,7,23,0,8,6,3,3,0,4,5,1,0,1983,"Master","Single",31788,1,0,"20/03/2014",15
3066,167,0,43,6,2,13,2,4,2,4,5,0,0,1975,"PhD","Together",61905,0,1,"04/02/2014",2
6336,13,2,14,8,7,4,4,2,0,4,6,0,0,1960,"Graduation","Married",29315,1,1,"06/04/2014",55
10967,33,6,40,3,7,10,3,2,0,4,7,0,0,1963,"Graduation","Divorced",33378,1,1,"06/02/2013",38
2304,625,7,99,10,22,7,2,6,3,12,4,0,0,1963,"PhD","Together",66313,0,1,"16/09/2013",86
3445,216,162,224,101,92,162,2,7,4,10,5,0,1,1956,"Graduation","Single",60714,0,0,"17/01/2013",56
7828,68,129,396,188,22,15,1,3,3,5,1,0,0,1981,"Master","Together",77882,0,0,"30/04/2014",29
3762,196,0,512,33,130,54,1,3,5,8,1,0,1,1986,"PhD","Single",69867,0,0,"02/04/2013",30
4391,635,15,100,20,7,131,1,9,3,9,6,0,0,1968,"Master","Divorced",63841,0,1,"21/04/2013",64
4669,4,19,9,28,25,17,3,3,0,4,7,0,0,1981,"Basic","Married",24480,1,0,"11/02/2013",46
10144,297,7,79,0,11,182,2,8,2,4,8,0,0,1976,"Graduation","Together",51369,0,1,"25/10/2012",84
8652,84,5,38,150,12,28,2,4,1,6,7,0,0,1946,"Graduation","Together",37760,0,0,"31/08/2012",20
1672,204,7,149,20,15,66,1,5,1,8,2,0,0,1974,"PhD","Together",65640,0,1,"01/03/2014",74
8962,26,0,8,0,0,3,2,2,0,3,5,0,0,1975,"Master","Married",44319,1,1,"17/04/2014",18
9974,15,6,20,4,5,20,1,3,1,2,7,0,0,1974,"Graduation","Married",30631,1,0,"12/07/2013",75
10983,304,98,230,150,74,74,1,6,3,13,3,0,0,1952,"Graduation","Together",75278,0,0,"29/01/2013",17
8148,285,28,242,55,114,135,13,6,2,12,5,0,0,1956,"Master","Together",50898,1,1,"08/01/2013",88
10102,395,183,565,166,141,28,1,5,11,5,3,0,0,1966,"Graduation","Widow",79946,0,0,"12/05/2014",19
4697,248,3,81,4,3,51,3,7,1,5,8,0,0,1949,"Master","Divorced",35416,0,0,"13/06/2013",62
9262,20,6,5,0,9,12,1,1,0,3,7,0,0,1984,"2n Cycle","Together",32414,0,0,"04/07/2013",11
7254,39,0,56,20,8,14,3,3,1,3,7,0,0,1969,"Graduation","Together",38361,1,0,"27/12/2013",74
4543,777,129,573,216,21,203,1,2,7,9,4,0,0,1980,"Graduation","Married",82497,0,0,"31/10/2012",32
4927,8,3,22,21,1,13,3,3,0,3,9,0,0,1971,"Graduation","Together",16626,2,0,"15/01/2014",76
10451,9,1,3,0,4,8,1,0,0,3,6,0,0,1965,"Graduation","Together",29672,1,1,"12/03/2013",6
2926,1241,0,80,0,13,40,3,3,6,11,8,0,0,1952,"Master","Together",55951,0,1,"23/08/2012",62
2874,6,4,7,4,3,8,1,1,0,3,7,0,0,1988,"2n Cycle","Divorced",35388,1,0,"07/03/2013",20
9738,65,4,16,0,4,11,1,3,0,3,8,0,0,1986,"Master","Together",42386,1,0,"13/01/2013",43
7119,395,15,263,60,54,38,1,2,3,6,1,0,0,1982,"Graduation","Single",68627,0,0,"12/01/2013",45
3924,801,0,80,0,0,35,5,8,3,12,5,0,0,1965,"PhD","Divorced",57912,0,1,"17/03/2014",34
5827,36,0,12,2,2,10,4,3,1,3,5,0,0,1958,"Graduation","Divorced",35246,1,1,"16/04/2014",53
5596,513,14,154,19,0,28,1,9,2,9,6,0,0,1956,"2n Cycle","Together",58821,0,1,"12/10/2013",44
10812,37,0,46,4,3,0,1,2,1,3,4,0,0,1978,"PhD","Married",46377,1,0,"01/03/2014",89
1717,80,15,93,20,13,52,3,5,1,4,8,0,0,1988,"Graduation","Single",39747,1,0,"13/04/2014",43
9491,14,1,21,2,3,25,3,3,1,3,7,0,0,1984,"Graduation","Together",23976,1,0,"27/12/2013",68
9274,525,147,112,219,147,63,1,6,7,9,2,0,0,1961,"Master","Married",80950,0,0,"28/03/2013",44
6609,1,26,25,17,23,15,1,3,0,3,9,0,1,1966,"Graduation","Widow",27038,0,0,"18/09/2012",64
6963,675,11,400,15,45,11,1,2,5,10,1,0,0,1947,"Graduation","Single",77457,0,0,"05/03/2014",85
4440,509,0,27,0,0,10,1,8,3,6,7,0,0,1964,"Master","Married",64100,0,1,"10/09/2013",93
1379,154,2,46,20,4,15,1,4,2,4,4,0,0,1992,"Master","Together",42670,0,0,"27/04/2013",12
10032,3,5,14,2,12,17,4,3,1,3,6,0,0,1976,"Graduation","Divorced",12571,1,0,"18/01/2014",86
2826,25,0,8,2,0,2,2,2,0,3,7,0,0,1967,"Graduation","Married",22574,2,1,"28/10/2013",28
2437,861,138,461,60,30,61,1,6,5,12,3,0,0,1989,"Graduation","Married",NA,0,0,"03/06/2013",69
6320,768,44,561,77,44,14,1,6,6,10,3,0,0,1976,"Master","Single",70893,0,0,"06/02/2013",42
3050,185,0,28,3,2,17,6,3,1,6,4,0,0,1966,"Graduation","Married",54198,1,1,"17/12/2013",13
231,24,0,7,0,0,1,2,2,0,3,5,0,0,1956,"Master","Together",28839,1,1,"11/03/2014",86
2392,44,4,21,6,0,27,2,3,0,3,7,0,0,1972,"Graduation","Married",40321,1,1,"29/07/2013",59
9478,91,64,128,65,3,50,2,4,3,6,3,0,0,1985,"Graduation","Single",66503,1,0,"14/08/2012",30
113,11,0,7,3,1,6,2,1,0,3,5,0,0,1951,"Graduation","Married",30833,1,1,"16/07/2013",33
2863,738,20,172,52,50,20,6,2,3,10,7,0,0,1970,"Graduation","Single",NA,1,2,"23/08/2013",67
1802,412,5,119,38,29,77,3,3,3,12,2,0,0,1971,"Graduation","Married",64795,0,1,"17/01/2013",23
520,3,3,7,6,2,9,1,1,0,2,7,0,0,1974,"Graduation","Married",34421,1,0,"01/07/2013",81
8275,16,0,3,0,0,1,1,1,0,2,7,0,0,1965,"PhD","Divorced",47025,1,1,"09/02/2014",6
9750,731,60,353,78,12,73,5,10,3,5,7,0,0,1961,"PhD","Divorced",64325,0,1,"07/02/2013",41
2607,424,17,118,7,23,41,6,8,2,8,8,0,0,1953,"Graduation","Single",40464,0,1,"11/01/2013",78
7214,792,0,275,45,45,126,1,4,8,5,3,0,0,1957,"Graduation","Married",62187,0,0,"05/07/2013",49
5835,21,2,28,3,2,9,3,2,0,4,8,0,0,1976,"PhD","Divorced",14849,1,0,"02/07/2013",39
3896,22,1,11,0,1,2,1,1,0,3,7,0,0,1984,"Graduation","Married",27255,1,0,"07/11/2013",3
10350,33,0,5,0,0,0,1,1,0,3,4,0,0,1950,"PhD","Married",54432,2,1,"09/05/2013",37
7786,68,7,59,10,5,11,4,3,1,4,8,0,0,1986,"PhD","Single",29999,1,0,"13/02/2013",22
2861,9,1,6,3,0,4,1,1,0,2,8,0,0,1983,"Graduation","Single",24072,1,0,"16/04/2013",79
663,40,2,15,8,0,6,1,1,1,3,4,0,0,1989,"PhD","Single",33996,0,0,"11/09/2013",46
10675,909,11,218,0,0,23,2,9,3,5,5,0,1,1956,"PhD","Married",66334,0,1,"03/04/2013",82
2521,23,1,13,2,2,18,1,1,1,2,7,0,1,1971,"Master","Married",35178,1,0,"10/01/2013",10
9592,11,2,9,3,0,8,2,2,0,3,8,0,0,1983,"Graduation","Together",22010,1,0,"30/06/2013",51
10151,317,46,247,151,46,139,1,4,5,12,3,0,0,1960,"Graduation","Divorced",62204,0,2,"12/09/2012",38
7381,797,153,293,72,97,30,1,11,4,6,4,0,1,1968,"Graduation","Divorced",75693,0,0,"06/12/2012",10
4099,10,2,16,11,2,21,1,1,0,3,8,0,0,1972,"Graduation","Married",30675,1,0,"12/11/2012",14
9560,856,61,570,40,25,122,1,7,6,8,3,0,1,1965,"Graduation","Together",83003,0,0,"03/03/2013",18
1150,755,144,562,104,64,224,1,4,6,4,1,0,0,1899,"PhD","Together",83532,0,0,"26/09/2013",36
10172,456,19,832,75,118,38,1,4,5,11,3,0,0,1988,"Graduation","Single",68655,0,0,"10/08/2012",95
11191,37,32,38,11,3,18,1,2,1,4,6,0,0,1986,"Graduation","Divorced",41411,0,0,"07/12/2013",11
9707,1103,0,45,0,0,34,3,4,2,11,8,0,0,1969,"PhD","Married",55212,0,1,"23/11/2012",65
6245,378,14,68,19,14,14,2,3,5,8,3,0,0,1950,"PhD","Together",59292,0,1,"13/06/2013",71
8234,1,6,7,0,1,3,1,1,0,2,8,0,1,1973,"Basic","Together",27190,1,0,"15/08/2013",13
1411,204,34,204,172,153,173,1,2,9,4,1,0,0,1952,"Graduation","Divorced",82623,0,0,"10/11/2013",58
8553,30,0,9,0,0,3,2,1,0,3,6,0,0,1965,"Graduation","Married",44300,1,1,"23/06/2013",65
1826,189,104,379,111,189,218,1,4,4,6,1,0,1,1970,"Graduation","Divorced",84835,0,0,"16/06/2014",0
8842,15,0,12,7,3,7,3,2,0,3,7,0,0,1971,"Graduation","Widow",30372,1,1,"25/12/2012",33
11030,9,0,3,0,0,4,1,1,0,2,6,0,0,1976,"Master","Married",33181,1,0,"03/01/2014",90
2579,495,33,255,11,33,8,4,6,7,9,4,0,0,1957,"Graduation","Married",71113,0,1,"17/12/2013",95
175,656,80,455,52,107,93,2,8,4,8,4,0,0,1986,"Graduation","Married",71952,1,0,"10/01/2013",93
9185,452,20,514,13,30,0,3,4,6,5,3,0,1,1966,"PhD","Single",69759,0,0,"28/10/2013",38
11056,546,91,410,119,0,22,1,3,4,10,1,0,0,1974,"Graduation","Married",72099,0,0,"27/10/2012",18
9365,1048,0,217,0,0,12,5,11,3,5,6,0,0,1976,"PhD","Single",60000,0,1,"22/12/2012",57
6201,22,2,14,0,1,10,2,2,0,3,7,1,0,1978,"Graduation","Single",38643,1,1,"29/11/2013",45
2061,78,0,11,0,0,10,1,2,0,4,6,0,0,1955,"Graduation","Married",50737,0,1,"11/05/2013",61
6184,561,64,785,84,128,48,1,3,3,8,1,0,0,1969,"PhD","Married",68462,0,0,"12/12/2012",6
6142,629,17,177,69,0,8,1,5,3,5,2,1,0,1943,"Master","Married",65073,0,0,"20/08/2013",65
4107,269,15,69,15,19,38,2,4,6,4,5,0,0,1948,"PhD","Together",46681,0,2,"08/10/2013",52
7274,736,163,818,212,163,61,1,4,7,10,2,0,0,1957,"Graduation","Married",78618,0,0,"28/09/2012",87
9336,512,0,83,0,0,41,3,6,2,10,4,0,0,1969,"PhD","Widow",62187,0,1,"22/03/2014",38
2958,19,3,10,11,8,6,3,2,1,4,4,0,0,1978,"Graduation","Married",28442,2,0,"24/02/2014",53
933,9,0,6,4,1,5,1,1,0,2,9,0,0,1978,"PhD","Married",37717,1,0,"23/11/2012",31
5837,247,8,160,6,8,65,7,6,3,6,7,0,0,1967,"Graduation","Married",51479,1,1,"28/12/2012",67
10704,404,0,92,28,27,142,2,6,2,9,4,0,0,1969,"Graduation","Single",54803,0,1,"21/08/2012",65
5125,333,0,815,129,42,29,1,4,10,11,2,0,0,1960,"Graduation","Married",79530,0,0,"17/05/2013",64
4432,2,3,20,6,11,9,2,2,0,3,7,0,0,1976,"Graduation","Divorced",31615,1,0,"16/03/2013",82
5955,833,33,549,151,133,233,1,4,3,8,3,0,0,1962,"Graduation","Together",72025,0,0,"17/11/2012",27
2928,789,0,142,12,9,38,2,2,4,8,8,0,0,1975,"PhD","Single",52614,0,1,"01/12/2012",63
5680,10,4,7,0,6,3,1,1,0,3,6,0,0,1984,"2n Cycle","Married",35684,1,0,"22/04/2014",66
10313,159,4,45,6,2,38,6,5,1,4,8,0,0,1975,"Graduation","Married",48178,1,1,"28/10/2012",69
2557,7,1,6,3,1,11,1,1,1,2,4,0,0,1970,"Master","Single",29548,1,0,"29/08/2013",52
1245,977,12,253,16,12,101,4,4,3,12,8,0,0,1966,"Graduation","Single",63810,0,1,"11/11/2012",45
1519,38,4,22,3,3,3,3,3,0,3,8,0,1,1972,"PhD","Single",38578,1,1,"22/06/2013",2
10703,57,0,27,0,0,36,4,3,2,2,8,0,0,1975,"Master","Single",46098,1,1,"18/08/2012",86
1726,3,9,15,13,2,39,1,1,1,2,9,0,1,1970,"Graduation","Single",22585,0,0,"18/03/2013",23
4459,10,4,14,4,4,1,1,1,0,3,8,0,0,1989,"Graduation","Single",30279,1,0,"30/12/2012",13
1729,1043,24,97,32,24,157,2,3,5,10,6,0,0,1961,"PhD","Together",66426,0,1,"02/10/2013",14
1517,3,9,13,2,12,12,1,1,0,3,7,0,0,1969,"Graduation","Single",30822,1,0,"14/06/2013",92
2098,11,0,5,0,0,1,1,1,0,2,8,0,0,1969,"PhD","Married",33581,2,0,"08/01/2013",38
9543,3,6,5,0,2,6,1,0,0,3,7,0,0,1985,"Graduation","Married",19986,1,0,"14/11/2013",74
6878,43,12,96,78,40,55,3,4,1,6,7,0,0,1954,"Graduation","Widow",27421,0,0,"12/12/2012",14
3310,73,3,90,12,1,32,7,4,1,4,8,0,0,1973,"2n Cycle","Married",35688,2,1,"22/08/2012",94
2724,12,0,1,0,0,6,1,0,1,2,3,0,0,1981,"Master","Single",36143,1,0,"30/03/2014",33
948,4,7,7,6,4,13,3,1,2,2,5,0,0,1971,"Graduation","Single",10245,1,0,"15/05/2013",32
6720,314,11,53,4,3,107,3,7,3,4,7,0,1,1968,"Master","Together",43795,0,1,"16/10/2013",11
6202,571,50,142,33,50,159,4,4,5,13,2,0,0,1960,"Graduation","Together",63381,0,1,"05/10/2012",78
2066,70,0,11,2,8,23,1,2,1,3,6,0,0,1949,"Graduation","Together",38823,0,1,"30/08/2012",56
9799,866,21,151,28,21,86,3,2,2,12,5,0,0,1968,"PhD","Divorced",83664,1,1,"08/05/2013",57
8318,594,134,786,33,134,57,0,5,6,8,1,0,0,1979,"Graduation","Together",90300,0,0,"03/01/2014",7
5642,140,4,61,0,13,4,2,3,1,6,4,0,0,1979,"Master","Together",62499,1,0,"09/12/2013",0
2669,375,152,335,93,91,81,1,5,4,6,2,0,0,1993,"Graduation","Single",74293,0,0,"04/05/2014",66
455,102,9,63,2,9,24,1,4,1,4,6,0,0,1946,"PhD","Married",51012,0,0,"18/04/2013",86
7683,554,35,113,0,7,78,3,5,3,12,3,0,0,1968,"Master","Married",70777,0,1,"25/02/2014",80
3428,919,0,505,99,30,45,1,4,9,10,2,0,0,1991,"PhD","Together",68682,0,0,"06/10/2013",56
7414,96,1,42,12,3,32,4,3,1,4,8,0,0,1971,"Graduation","Married",43824,1,1,"15/09/2012",18
6354,5,2,16,3,2,19,2,1,1,2,8,0,1,1984,"Graduation","Together",15345,1,0,"31/08/2012",51
798,2,0,6,8,6,5,1,1,0,3,7,0,0,1987,"Graduation","Single",23442,1,0,"24/12/2012",71
8213,6,4,9,6,36,35,4,2,2,3,7,0,1,1980,"2n Cycle","Together",14515,1,0,"09/11/2012",71
2488,23,1,25,0,8,7,4,2,1,3,6,0,0,1956,"2n Cycle","Divorced",31395,1,1,"23/03/2013",80
9999,610,105,125,137,42,21,1,9,4,9,5,0,0,1965,"Graduation","Together",75276,0,0,"27/09/2012",2
7617,67,5,61,3,8,19,5,2,1,5,5,0,0,1974,"Graduation","Single",42373,1,1,"15/08/2013",83
615,65,36,74,38,20,110,1,5,1,4,7,0,0,1960,"Graduation","Together",30507,0,0,"11/03/2013",29
2552,416,0,26,0,0,4,9,6,3,6,7,0,1,1955,"PhD","Single",55521,1,2,"22/10/2013",11
194,23,0,11,3,2,2,1,1,0,3,6,0,0,1965,"Graduation","Married",48006,1,1,"09/06/2014",55
3645,19,3,26,10,9,3,3,2,0,4,8,0,1,1972,"PhD","Single",27213,1,0,"30/08/2012",19
8890,155,7,80,13,7,10,3,5,1,5,6,0,0,1971,"PhD","Divorced",65808,1,1,"30/05/2014",1
5049,14,0,24,3,3,2,1,3,0,2,9,0,0,1974,"PhD","Together",30351,1,0,"06/06/2013",19
9973,370,9,92,6,9,4,3,7,1,8,7,0,0,1963,"Graduation","Married",50437,0,2,"17/10/2012",28
7301,4,22,11,3,7,32,2,3,0,3,8,0,1,1982,"2n Cycle","Single",23616,1,0,"17/11/2012",76
10882,407,53,221,58,150,26,4,4,3,6,4,0,0,1976,"Graduation","Married",53858,0,1,"09/11/2012",50
7030,1200,0,204,38,29,14,3,11,9,12,6,0,0,1955,"PhD","Married",66465,0,1,"30/03/2013",1
7422,85,44,54,102,78,6,3,5,1,7,7,0,0,1987,"Graduation","Single",46923,1,0,"22/08/2012",90
3523,583,34,309,0,22,125,2,5,4,8,3,0,0,1962,"Graduation","Together",75072,0,1,"23/01/2013",83
7106,483,0,591,156,0,12,1,3,5,10,1,0,0,1943,"PhD","Married",75865,0,0,"31/03/2014",73
6504,2,5,9,28,6,28,3,2,1,3,5,0,0,1975,"2n Cycle","Together",19789,1,0,"20/11/2013",24
5067,966,26,282,52,26,26,1,2,7,11,5,0,0,1994,"Graduation","Together",80134,0,0,"14/02/2014",11
4216,822,114,108,179,137,114,1,7,9,9,3,0,1,1981,"Graduation","Single",91065,0,0,"22/02/2013",33
8581,604,0,100,19,0,28,9,10,2,8,8,0,0,1971,"Master","Married",49505,1,1,"05/03/2013",4
5929,19,3,19,3,1,3,2,2,0,3,7,0,0,1973,"PhD","Married",37401,1,0,"06/05/2014",14
3129,5,3,11,12,5,9,1,2,0,3,6,0,0,1983,"Graduation","Married",30096,1,0,"22/05/2014",30
6528,2,2,2,2,1,1,1,1,0,2,8,0,0,1982,"Master","Together",18492,1,0,"05/06/2014",75
1361,1076,68,103,29,91,68,1,3,4,8,1,0,1,1974,"Master","Married",82584,0,0,"04/06/2013",26
6932,1285,42,716,55,0,21,0,7,10,5,2,0,0,1941,"PhD","Married",93027,0,0,"13/04/2013",77
7284,10,0,7,2,0,1,1,1,0,2,8,0,0,1953,"Graduation","Married",48686,1,2,"04/12/2013",8
1340,551,137,792,179,103,33,1,6,7,13,1,0,0,1986,"Graduation","Married",92910,0,0,"24/04/2014",42
8746,800,0,297,0,34,57,2,2,5,10,6,0,0,1989,"Graduation","Married",75433,1,0,"05/04/2014",28
5987,2,2,11,10,6,12,2,1,0,4,5,0,0,1989,"2n Cycle","Together",10404,1,0,"04/05/2014",52
3767,378,0,189,97,172,172,2,5,5,12,3,0,0,1968,"Graduation","Married",61314,0,1,"25/04/2013",1
3725,1248,16,349,43,16,16,1,2,4,9,4,0,1,1961,"PhD","Single",84865,0,0,"09/05/2013",1
4324,235,0,235,19,4,191,5,8,1,7,8,0,0,1989,"Graduation","Married",42387,1,0,"29/10/2012",42
238,515,47,181,149,95,95,15,9,6,9,7,0,0,1967,"2n Cycle","Together",67309,1,1,"23/01/2013",76
6694,438,66,400,12,38,114,1,8,3,13,4,0,0,1964,"Graduation","Married",75236,0,1,"25/11/2013",27
498,25,0,22,2,3,5,2,1,0,4,5,0,0,1970,"Graduation","Single",30015,1,0,"02/02/2014",28
9347,31,0,7,2,0,6,1,1,0,3,5,0,0,1956,"Master","Together",50943,0,1,"21/06/2013",49
9699,357,35,271,28,28,14,3,6,2,12,5,0,0,1966,"Graduation","Divorced",67272,0,1,"21/12/2013",12
10664,400,4,35,6,0,22,2,9,1,5,8,0,0,1949,"Master","Widow",51529,0,1,"07/09/2013",14
5455,99,0,15,2,1,5,3,2,1,4,7,0,0,1971,"PhD","Married",32011,1,0,"22/08/2013",89
456,1,11,5,4,6,9,2,2,0,3,8,0,0,1986,"2n Cycle","Married",7500,1,0,"07/02/2013",96
5012,5,4,13,8,0,4,1,1,0,3,8,0,0,1989,"Graduation","Married",28691,1,0,"04/07/2013",56
7495,77,28,31,16,0,4,2,2,1,5,4,0,0,1948,"PhD","Married",56223,0,1,"20/12/2013",72
5029,3,1,2,4,3,1,1,0,0,3,5,0,0,1946,"Graduation","Married",18100,0,0,"06/08/2013",14
10642,10,4,14,4,4,1,1,1,0,3,8,0,0,1989,"Graduation","Single",30279,1,0,"30/12/2012",13
2106,0,6,3,7,6,12,1,1,0,3,8,0,0,1974,"2n Cycle","Married",20130,0,0,"17/03/2014",99
10364,0,0,1,2,12,5,1,1,0,2,8,0,0,1959,"Graduation","Divorced",23295,0,0,"13/07/2013",72
5954,76,14,74,13,5,10,2,5,0,4,8,0,0,1972,"Master","Divorced",42618,1,0,"09/10/2013",92
1137,398,190,537,61,156,37,1,4,5,7,1,0,0,1964,"Graduation","Single",81246,0,0,"29/12/2013",87
2541,14,7,11,11,0,5,2,2,0,3,8,0,0,1976,"Graduation","Married",24027,1,0,"09/06/2013",7
1142,208,7,82,30,66,35,2,3,2,9,3,0,0,1953,"PhD","Married",55707,0,1,"22/12/2013",91
2276,430,16,322,43,24,33,5,4,7,11,3,0,0,1955,"Graduation","Single",57959,0,1,"02/05/2013",71
2807,656,38,161,62,47,37,3,8,9,7,7,0,0,1969,"Graduation","Married",56796,0,1,"16/02/2013",24
6471,14,2,30,8,2,3,1,2,0,4,5,0,0,1971,"Master","Single",36230,1,0,"17/10/2013",17
6131,141,70,106,72,19,23,2,4,2,8,3,0,0,1980,"2n Cycle","Married",70829,1,1,"01/12/2013",87
6233,507,19,364,25,47,9,3,9,5,10,7,0,0,1976,"Graduation","Married",65991,0,1,"07/09/2012",21
4148,164,24,103,12,3,42,7,5,1,6,8,0,0,1972,"Graduation","Married",38988,1,2,"20/08/2012",90
4947,606,24,974,197,194,64,1,7,7,9,4,0,1,1966,"2n Cycle","Single",89572,0,0,"15/09/2012",44
3225,116,11,72,3,17,46,4,4,1,5,6,0,1,1984,"Master","Married",42207,1,0,"01/04/2013",71
7540,143,15,60,24,23,5,2,2,1,8,2,0,0,1952,"Graduation","Married",50300,0,1,"25/05/2014",52
10648,398,96,447,220,96,32,1,5,7,6,3,0,0,1982,"2n Cycle","Together",66664,0,0,"25/09/2012",78
1992,522,0,257,32,16,66,4,2,2,8,7,0,1,1964,"Graduation","Married",60597,0,1,"01/01/2014",2
7851,161,0,253,199,191,122,1,3,7,11,1,0,0,1949,"Graduation","Widow",70165,0,0,"22/09/2013",60
8594,112,0,6,2,1,14,2,3,1,3,6,0,0,1958,"PhD","Widow",50520,0,1,"28/01/2014",25
7059,483,84,398,205,84,241,1,3,7,8,1,0,0,1963,"Graduation","Married",80124,0,0,"26/06/2014",47
2815,7,5,39,17,15,37,2,4,0,3,7,0,0,1975,"Graduation","Married",33183,1,0,"24/02/2014",46
2416,789,25,420,16,38,0,1,2,8,9,1,0,0,1969,"PhD","Single",66582,0,0,"03/03/2014",83
7999,1239,17,413,23,34,17,1,5,6,5,2,0,1,1955,"PhD","Together",75261,0,0,"23/04/2013",17
9213,4,1,5,2,0,3,1,1,0,2,8,0,0,1970,"Graduation","Widow",31880,1,0,"31/10/2012",13
9697,335,42,127,28,5,5,3,7,2,8,6,0,0,1951,"Graduation","Married",53790,0,2,"06/03/2014",86
3916,639,8,166,11,8,58,3,7,3,12,7,0,0,1971,"PhD","Together",49269,1,0,"15/08/2012",92
2021,563,76,384,84,192,89,4,6,10,13,4,0,0,1975,"Graduation","Married",61456,0,1,"27/03/2013",47
1581,2,0,8,2,2,3,1,1,0,2,8,0,1,1980,"Graduation","Married",37406,1,0,"10/10/2013",18
564,746,8,125,11,8,8,7,8,6,9,6,0,1,1981,"PhD","Together",56937,1,0,"04/08/2012",81
6619,22,1,13,4,0,4,2,1,0,3,7,0,0,1978,"Graduation","Married",38415,1,1,"02/01/2013",91
9081,4,1,6,4,1,9,1,1,1,2,5,0,0,1988,"Graduation","Single",20518,1,0,"18/05/2014",58
